#Position (bp)	mapping quality
12548.5	81.42748627280184
37644.5	243.6215749976655
62740.5	242.96360087266046
87836.5	243.4492452399468
112932.5	242.21676363493665
138028.5	229.43101850643933
163124.5	197.02400270846883
188220.5	147.00001371720944
213316.5	243.4920836668251
238412.5	243.54456247293749
263508.5	238.48542319582495
288604.5	240.47937448285992
313700.5	242.83986012158752
338796.5	240.252496331773
363892.5	243.8356451927974
388988.5	243.70278469739839
414084.5	230.4557064202451
439180.5	242.09427802279626
464276.5	231.5234866990973
489372.5	242.97176622809587
514468.5	155.25807606089833
539564.5	244.15207698873857
564660.5	244.13368955187062
589756.5	240.37712327707956
614852.5	242.1474686061708
639948.5	209.55542587807932
665044.5	185.902611753141
690140.5	242.58076341422586
715236.5	199.8801268728592
740332.5	243.9595742367534
765428.5	243.55122810910072
790524.5	188.45589373447825
815620.5	223.0946873401311
840716.5	214.82350731295344
865812.5	238.84066368382153
890908.5	236.41158433683248
916004.5	196.79271401000307
941100.5	214.8410128844372
966196.5	181.71064929977078
991292.5	197.71082356612484
1016388.5	184.1446262380648
1041484.5	175.82700769134766
1066580.5	168.40166618895543
1091676.5	242.67968805022983
1116772.5	238.08287593644908
1141868.5	242.79212461392822
1166964.5	237.88044587521154
1192060.5	241.57728487625394
1217156.5	243.12263306509152
1242252.5	244.48538148217213
1267348.5	240.6494711725341
1292444.5	219.03272868900913
1317540.5	182.43741620457322
1342636.5	220.97025481160898
1367732.5	223.69290091963035
1392828.5	243.1213082299869
1417924.5	243.75426276166323
1443020.5	241.68896931078535
1468116.5	241.2863387978142
1493212.5	223.7293134026568
1518308.5	243.26777821850882
1543404.5	239.8815430598694
1568500.5	203.84152801170006
1593596.5	240.69296788044232
1618692.5	244.3137828698969
1643788.5	244.68546962339835
1668884.5	243.5406763424395
1693980.5	241.86449314345455
1719076.5	243.84621271344852
1744172.5	244.20410954703794
1769268.5	234.61668202782602
1794364.5	237.3905629867976
1819460.5	241.60266432177426
1844556.5	241.36983631680704
1869652.5	197.78085375175957
1894748.5	236.56918992443832
1919844.5	209.51321051965454
1944940.5	204.3012318839493
1970036.5	226.796167544162
1995132.5	236.97067156006335
2020228.5	219.9254798676254
2045324.5	203.9695440100877
2070420.5	206.4595421176437
2095516.5	230.47071928812994
2120612.5	241.5290000637934
2145708.5	242.8980188357273
2170804.5	243.6843435373732
2195900.5	243.88711386897626
2220996.5	243.5645987336303
2246092.5	243.8465678657061
2271188.5	216.27540847417072
2296284.5	95.78582824582057
2321380.5	193.15199125495437
2346476.5	200.88582565119853
2371572.5	223.60995318529353
2396668.5	221.65537693969887
2421764.5	236.98508603352127
2446860.5	213.3065041130604
2471956.5	227.1557892548025
2497052.5	243.02343465989114
2522148.5	221.52097017513623
2547244.5	243.31785399326924
2572340.5	239.04256137897664
2597436.5	243.93774870705644
2622532.5	243.14639368194452
2647628.5	244.63429883066866
2672724.5	240.73706493250822
2697820.5	244.1612820190652
2722916.5	244.03211081811708
2748012.5	243.44293646621787
2773108.5	169.97109945971445
2798204.5	89.22984438966533
2823300.5	65.50327437396994
2848396.5	220.4558437350984
2873492.5	243.53679136957578
2898588.5	235.0211962986495
2923684.5	200.92991967144494
2948780.5	243.61406471241955
2973876.5	237.09307402319507
2998972.5	231.09604033943606
3024068.5	243.22620235990996
3049164.5	243.89910043443942
3074260.5	206.477266189758
3099356.5	211.3091456967198
3124452.5	170.98046238075025
3149548.5	117.42407475997449
3174644.5	191.55228376725495
3199740.5	222.60956175298804
3224836.5	167.49235157909746
3249932.5	200.09184537310435
3275028.5	243.23377986157624
3300124.5	241.84314173698317
3325220.5	243.08367354357748
3350171.5	111.74758849119168
3362719.5	1.9922676828081105
3375412.5	22.941841290852864
3400508.5	190.13264017154054
3425604.5	243.56227916263217
3450700.5	238.69534207391732
3475796.5	155.09587542842908
3500892.5	204.83033232103247
3525988.5	231.16089071162216
3551084.5	243.31602518185747
3576180.5	240.8280104971934
3601276.5	242.2616741265578
3626372.5	244.21782982115354
3651468.5	161.31840643916144
3676564.5	157.71717974203148
3701660.5	243.36488173437107
3726756.5	241.9564674276658
3751852.5	243.39621237006122
3776948.5	199.22271925888123
3802044.5	241.05426892687117
3827140.5	235.85030283658298
3852236.5	243.66842098596544
3877332.5	243.49510987314406
3902428.5	221.11346721328533
3927524.5	244.16970147724894
3952620.5	243.1008037096162
3977716.5	217.45233226864022
4002812.5	196.83335132064755
4027908.5	153.2639959510631
4053004.5	242.76885445979883
4078100.5	241.23915479914342
4103196.5	240.9021825301982
4128292.5	243.33864636227474
4153388.5	244.42303391607615
4178484.5	239.0903513836003
4203580.5	211.66718671501255
4228676.5	219.39003119018273
4253772.5	243.21771051760797
4278868.5	242.29997324857598
4303964.5	214.3323187320327
4329060.5	196.57686008643051
4354156.5	241.88638670206873
4379252.5	240.36229480015183
4404348.5	241.93379854739283
4429444.5	232.801771244419
4454540.5	238.8346620641016
4479636.5	233.93901987320467
4504732.5	242.06963362460178
4529828.5	243.25589404895942
4554924.5	239.7892321361766
4580020.5	208.0218833104835
4605116.5	238.0060409236117
4630212.5	235.99767530313594
4655308.5	238.88456325614916
4680404.5	230.55097125678563
4705500.5	243.20189296804605
4730596.5	242.46822265095895
4755692.5	240.61379229564247
4780788.5	243.48741941217025
4805884.5	243.41065051062355
4830980.5	240.51466761440628
4856076.5	243.9155586353551
4881172.5	209.7632625869368
4906268.5	244.00171467242532
4931364.5	244.37771117564577
4956460.5	242.85391493380135
4981556.5	243.4282041335255
5006652.5	228.44373226996694
5031748.5	202.71595869264345
5056844.5	242.7174055285088
5081940.5	244.44999289552186
5107036.5	242.46026617589013
5132132.5	230.9209431940855
5157228.5	242.77927109470818
5182324.5	236.37321972168525
5207420.5	235.9075836551453
5232516.5	203.64868077950328
5257612.5	229.7076010060993
5282708.5	239.19870366417757
5307804.5	243.7733534110417
5332900.5	243.00352547660327
5357996.5	218.81465829752827
