"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"48","PSPTO_0117","pst0117","PSPTO_0117","gene",780,1451,46,17,-0.957817443724367,1.00228408698941,-1.96010153071378,"#BCBCD8","#D8BCBC","#A4A4DD"
"49","PSPTO_0927","023875","PSPTO_0927","gene",999,1175,46,17,1.90044857190187,0.00223117334858986,1.89821739855328,"#DDA4A4","#D3D3D3","#DDA4A4"
"50","PSPTO_4453","022560","PSPTO_4453","gene",914,1175,46,17,1.05325576907596,-0.105013364698233,1.15826913377419,"#D8BCBC","#D3D3D3","#D8BCBC"
"51","PSPTO_0824","pst0824","","gene",780,1175,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"52","PSPTO_5032","pst5032","","gene",822,1538,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"53","PSPTO_0911","pst0911","","gene",822,1434,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"54","PSPTO_4539","pst4539","","gene",944,372,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"74","PSPTO_1453","pst4539","PSPTO_1453","gene",535,822,46,17,-0.794432036708942,-3.21719220550399,2.42276016879504,"#D3D3D3","#7575E7","#E28D8D"
"79","PSPTO_4233","pst4233","","gene",434,748,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"80","PSPTO_4232","pst4232","","gene",479,748,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"81","PSPTO_4234","pst4234","","gene",388,748,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"82","PSPTO_1984","pst1984","","gene",581,602,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"83","PSPTO_1979","pst1979","","gene",532,602,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"84","PSPTO_1949","009950","PSPTO_1949","gene",483,602,46,17,2.08016532470019,-0.26003265609112,2.34019798079131,"#DDA4A4","#D3D3D3","#DDA4A4"
"92","PSPTO_4221","001305","PSPTO_4221","gene",388,375,46,17,2.42352944937726,-0.807634853118932,3.23116430249619,"#E28D8D","#BCBCD8","#E77575"
"93","PSPTO_1679","pst1679","","gene",301,225,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"101","PSPTO_2753","015475","PSPTO_2753","gene",388,441,46,17,-1.51844849692137,0.252011669950457,-1.77046016687183,"#BCBCD8","#D3D3D3","#A4A4DD"
"106","PSPTO_1629","pst1629","","gene",1034,401,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"123","PSPTO_0744","pst0744","","gene",1087,1042,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"124","PSPTO_3457","pst3457","","gene",1042,1042,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"127","PSPTO_0359","pst0359","PSPTO_0359","gene",951,949,46,17,3.01001872820253,-0.633492252744965,3.6435109809475,"#E28D8D","#D3D3D3","#E77575"
"129","PSPTO_1532","007600","PSPTO_1532","gene",951,892,46,17,-1.58902341758308,-0.0404475775039937,-1.54857584007909,"#BCBCD8","#D3D3D3","#BCBCD8"
"132","PSPTO_3594","010945","PSPTO_3594","gene",951,561,46,17,-1.40869764743231,-0.261182012370272,-1.14751563506204,"#BCBCD8","#D3D3D3","#BCBCD8"
